nro_entrada;categoria;nro_descritor;antecessor;descritor;sucessor
E_3113;8-Estratégia de Validação/Coleta de Dados;3;;workload;details
E_3114;8-Estratégia de Validação/Coleta de Dados;3;real-world;workload;ghts
E_3115;8-Estratégia de Validação/Coleta de Dados;3;low;workload;period
E_3116;8-Estratégia de Validação/Coleta de Dados;3;examining;workload;history
E_3117;8-Estratégia de Validação/Coleta de Dados;3;by;workload;transitions
E_3118;8-Estratégia de Validação/Coleta de Dados;3;managing;workload;
E_3119;8-Estratégia de Validação/Coleta de Dados;3;;workload;history.
E_3120;8-Estratégia de Validação/Coleta de Dados;3;in-depth;workload;characterization. 
E_3121;8-Estratégia de Validação/Coleta de Dados;3;;workload;characterizations
E_3122;8-Estratégia de Validação/Coleta de Dados;3;query;workload;aware
E_3123;8-Estratégia de Validação/Coleta de Dados;3;benchmarks;workload;precision
E_3124;8-Estratégia de Validação/Coleta de Dados;3;accurate;workload;
E_3125;8-Estratégia de Validação/Coleta de Dados;3;find;workload;estimates
E_3126;8-Estratégia de Validação/Coleta de Dados;3;against;workload;skewness
E_3127;8-Estratégia de Validação/Coleta de Dados;3;prediction;workload;demand.
E_3128;8-Estratégia de Validação/Coleta de Dados;3;more;workload;per
E_3129;8-Estratégia de Validação/Coleta de Dados;3;specific;workload;mix
E_3130;8-Estratégia de Validação/Coleta de Dados;3;combined;workload;evaluation.
E_3131;8-Estratégia de Validação/Coleta de Dados;3;remaining;workload;are
E_3132;8-Estratégia de Validação/Coleta de Dados;3;algebra;workload;gemver
E_3133;8-Estratégia de Validação/Coleta de Dados;3;;workload;categorization. 
E_3134;8-Estratégia de Validação/Coleta de Dados;3;adversarial;workload;alongside
E_3135;8-Estratégia de Validação/Coleta de Dados;3;sql;workload;
E_3136;8-Estratégia de Validação/Coleta de Dados;3;web-server;workload;emulated
E_3137;8-Estratégia de Validação/Coleta de Dados;3;non-intrusive;workload;cues
E_3138;8-Estratégia de Validação/Coleta de Dados;3;prefix;workload;implicitly
E_3139;8-Estratégia de Validação/Coleta de Dados;3;methods;workload;matrix
E_3140;8-Estratégia de Validação/Coleta de Dados;3;;workload;query
E_3141;8-Estratégia de Validação/Coleta de Dados;3;represent;workload;queries
E_3142;8-Estratégia de Validação/Coleta de Dados;3;name;workload;miss
E_3143;8-Estratégia de Validação/Coleta de Dados;3;reflects;workload;shifts
E_3144;8-Estratégia de Validação/Coleta de Dados;3;evaluation;workload;training
E_3145;8-Estratégia de Validação/Coleta de Dados;3;between;workload;conditions
E_3146;8-Estratégia de Validação/Coleta de Dados;3;developed;workload;
E_3147;8-Estratégia de Validação/Coleta de Dados;3;visual;workload;components.
E_3148;8-Estratégia de Validação/Coleta de Dados;3;pro;workload;models
E_3149;8-Estratégia de Validação/Coleta de Dados;3;normal;workload;
E_3150;8-Estratégia de Validação/Coleta de Dados;3;;workload;states.
E_3151;8-Estratégia de Validação/Coleta de Dados;3;;workload;variation.
E_3152;8-Estratégia de Validação/Coleta de Dados;3;application;workload;
E_3153;8-Estratégia de Validação/Coleta de Dados;3;run-time;workload;variation
E_3154;8-Estratégia de Validação/Coleta de Dados;3;;workload;change
E_3155;8-Estratégia de Validação/Coleta de Dados;3;create;workload;incurs
E_3156;8-Estratégia de Validação/Coleta de Dados;3;benchmark;workload;
E_3157;8-Estratégia de Validação/Coleta de Dados;3;temporal;workload;
E_3158;8-Estratégia de Validação/Coleta de Dados;3;audit;workload;prioritization 
E_3159;8-Estratégia de Validação/Coleta de Dados;3;apache;workload;serving
E_3160;8-Estratégia de Validação/Coleta de Dados;3;;workload;running
E_3161;8-Estratégia de Validação/Coleta de Dados;3;static;workload;mapping
E_3162;8-Estratégia de Validação/Coleta de Dados;3;grouping;workload;
E_3163;8-Estratégia de Validação/Coleta de Dados;3;throughput;workload;
E_3164;8-Estratégia de Validação/Coleta de Dados;3;rare;workload;behaviors
E_3165;2-Método;2;useful;concept;for
E_3166;2-Método;2;design;concept;components
E_3167;2-Método;2;programming;concept;subgoals
E_3168;2-Método;2;this;concept;as
E_3169;2-Método;2;facilitating;concept;evolution
E_3170;2-Método;2;draw;concept;maps
E_3171;2-Método;2;;concept;clarification
E_3172;2-Método;2;;concept;clarification.
E_3173;2-Método;2;strikes;concept;has
E_3174;2-Método;2;cdc;concept;was
E_3175;2-Método;2;important;concept;in
E_3176;2-Método;2;;concept;design
E_3177;2-Método;2;with;concept;activation
E_3178;2-Método;2;;concept;the developer 
E_3179;2-Método;2;;concept;definition
E_3180;2-Método;2;practicing;concept;implementatio
E_3181;2-Método;2;stage;concept;development
E_3182;2-Método;2;our;concept;
E_3183;2-Método;2;hybrid;concept;analysis.
E_3184;2-Método;2;momentto-moment;concept;generation
E_3185;2-Método;2;interactive;concept;learning
E_3186;2-Método;2;organizing;concept;this
E_3187;2-Método;2;;concept;originated
E_3188;2-Método;2;;concept;validation
E_3189;2-Método;2;final;concept;
E_3190;2-Método;2;creative;concept;generation:
E_3191;2-Método;2;collaborative;concept;mapping
E_3192;2-Método;2;their;concept;
E_3193;2-Método;2;refining;concept;expressions
E_3194;2-Método;2;contested;concept;
E_3195;2-Método;2;core;concept;behind
E_3196;2-Método;2;fashion;concept;discovery.
E_3197;2-Método;2;initial;concept;
E_3198;2-Método;2;original;concept;by
E_3199;2-Método;2;telepresence;concept;across
E_3200;2-Método;2;tracking;concept;based
E_3201;2-Método;2;processor;concept;creates
E_3202;2-Método;2;;concept;combinations
E_3203;2-Método;2;strong;concept;may
E_3204;2-Método;2;eractive;concept;
E_3205;2-Método;2;human;concept;learning.
E_3206;2-Método;2;key;concept;because
E_3207;2-Método;2;system;concept;additionally
E_3208;2-Método;2;multifaceted;concept;
E_3209;2-Método;2;multimodal;concept;representatio
E_3210;2-Método;2;various;concept;designs
E_3211;2-Método;2;content;concept;io
E_3212;2-Método;2;;concept;applications
E_3213;2-Método;2;actions;concept;model
E_3214;2-Método;2;boundary;concept;
E_3215;2-Método;2;game;concept;ideation.
E_3216;2-Método;2;trust;concept;consisting
E_3217;2-Método;2;display;concept;provides
E_3218;2-Método;2;queuesharing;concept;using
E_3219;2-Método;2;technical;concept;
E_3220;2-Método;2;;concept;codes
E_3221;2-Método;2;salient;concept;resembling
E_3222;2-Método;2;project;concept;
E_3223;2-Método;2;;concept;proved
E_3224;2-Método;2;;concept;which
E_3225;2-Método;2;topology;concept;resembles
E_3226;2-Método;2;new;concept;called
E_3227;2-Método;2;label;concept;composition
E_3228;2-Método;2;exist;concept;classes
E_3229;2-Método;2;rough;concept;sketches.
E_3230;2-Método;2;learning;concept;broadly
E_3231;2-Método;2;no;concept;annotations
E_3232;2-Método;2;window;concept;thataddstheco
E_3233;2-Método;2;;concept;lattices
E_3234;2-Método;2;enhancements;concept;location
E_3235;2-Método;2;cs;concept;
E_3236;2-Método;2;retransmission;concept;contributes
E_3237;2-Método;2;validated;concept;inventory
E_3238;2-Método;2;anti-gadget;concept;makes
E_3239;2-Método;2;;concept;extraction
E_3240;2-Método;2;novel;concept;named
E_3241;2-Método;2;study;concept;implementatio
E_3242;2-Método;2;science;concept;inventories:
E_3243;2-Método;2;establish;concept;inventories
E_3244;2-Método;2;logic;concept;inventory.
E_3245;2-Método;2;;concept;description
E_3246;2-Método;2;pasm;concept;we propose 
E_3247;2-Método;2;as;concept;similarity
E_3248;2-Método;2;high-level;concept;through
E_3249;2-Método;2;emulation;concept;corresponds
E_3250;2-Método;2;abstract;concept;
E_3251;2-Método;2;general;concept;describing
E_3252;2-Método;2;fundamental;concept;required
E_3253;2-Método;2;;concept;sketches
E_3254;2-Método;2;informal;concept;connoting
E_3255;2-Método;2;semantic;concept;detection
E_3256;2-Método;2;end-to-end;concept;word
E_3257;2-Método;2;data;concept;
E_3258;2-Método;2;each;concept;sequence
E_3259;2-Método;2;middle-level;concept;sequences
E_3260;2-Método;2;audio;concept;takes
E_3261;2-Método;2;umls;concept;unique
E_3262;2-Método;2;sentiment;concept;fication
E_3263;2-Método;2;multi-view;concept;
E_3264;2-Método;2;homomorphism;concept;
E_3265;2-Método;2;adversarial-thinking;concept;
E_3266;2-Método;2;cybersecurity;concept;inventories.
E_3267;2-Método;2;accurate;concept;mappings
E_3268;2-Método;1;;theoretical;constructs
E_3269;2-Método;1;;theoretical;lenses
E_3270;2-Método;1;;theoretical;underpinnings
E_3271;2-Método;1;;theoretical;lens:
E_3272;2-Método;1;;theoretical;model
E_3273;2-Método;1;;theoretical;framework
E_3274;2-Método;1;;theoretical;knowledge
E_3275;2-Método;1;;theoretical;perspectives
E_3276;2-Método;1;established;theoretical;results.
E_3277;2-Método;1;;theoretical;contribution.
E_3278;2-Método;1;;theoretical;groundings.
E_3279;2-Método;1;;theoretical;frameworks
E_3280;2-Método;1;;theoretical;research.
E_3281;2-Método;1;;theoretical;conclusions
E_3282;2-Método;1;;theoretical;ideas
E_3283;2-Método;1;;theoretical;claim
E_3284;2-Método;1;;theoretical;saturation
E_3285;2-Método;1;good;theoretical;models
E_3286;2-Método;1;optimal;theoretical;speedup
E_3287;2-Método;1;;theoretical;understanding
E_3288;2-Método;1;uncovering;theoretical;continuities
E_3289;2-Método;1;;theoretical;computer
E_3290;2-Método;1;discuss;theoretical;
E_3291;2-Método;1;fruitful;theoretical;contribution
E_3292;2-Método;1;;theoretical;grounding
E_3293;2-Método;1;important;theoretical;extension
E_3294;2-Método;1;;theoretical;concepts
E_3295;2-Método;1;;theoretical;foundations
E_3296;2-Método;1;our;theoretical;
E_3297;2-Método;1;;theoretical;contributions
E_3298;2-Método;1;;theoretical;terms
E_3299;2-Método;1;;theoretical;consideration
E_3300;2-Método;1;;theoretical;considerations
E_3301;2-Método;1;;theoretical;implications
E_3302;2-Método;1;strong;theoretical;
E_3303;2-Método;1;prior;theoretical;work
E_3304;2-Método;1;;theoretical;underpinning
E_3305;2-Método;1;;theoretical;inquiries
E_3306;2-Método;1;standpoint;theoretical;practices
E_3307;2-Método;1;expand;theoretical;design
E_3308;2-Método;1;;theoretical;sampling
E_3309;2-Método;1;various;theoretical;framings
E_3310;2-Método;1;reach;theoretical;saturation.
E_3311;2-Método;1;;theoretical;explanations
E_3312;2-Método;1;basic;theoretical;concept
E_3313;2-Método;1;;theoretical;approach
E_3314;2-Método;1;addressing;theoretical;questions
E_3315;2-Método;1;current;theoretical;bases
E_3316;2-Método;1;;theoretical;lens
E_3317;2-Método;1;using;theoretical;
E_3318;2-Método;1;maintaining;theoretical;freedom
E_3319;2-Método;1;constructionist ;theoretical;framing.
E_3320;2-Método;1;existing;theoretical;proceedings
E_3321;2-Método;1;new;theoretical;insights
E_3322;2-Método;1;critical;theoretical;landscape
E_3323;2-Método;1;;theoretical;dissaggregation 
E_3324;2-Método;1;;theoretical;perspective
E_3325;2-Método;1;e-learning;theoretical;framework.
E_3326;2-Método;1;;theoretical;map
E_3327;2-Método;1;;theoretical;issues
E_3328;2-Método;1;appropriate;theoretical;standards
E_3329;2-Método;1;;theoretical;models.
E_3330;2-Método;1;these;theoretical;applications
E_3331;2-Método;1;;theoretical;guarantees
E_3332;2-Método;1;game;theoretical;settings
E_3333;2-Método;1;early;theoretical;evidence
E_3334;2-Método;1;generalized;theoretical;work.
E_3335;2-Método;1;;theoretical;conceptions
E_3336;2-Método;1;between;theoretical;reality
E_3337;2-Método;1;;theoretical;analysis
E_3338;2-Método;1;;theoretical;frameworks.
E_3339;2-Método;1;provide;theoretical;conceptualizations 
E_3340;2-Método;1;abstract;theoretical;definitions
E_3341;2-Método;1;included;theoretical;works
E_3342;2-Método;1;;theoretical;research
E_3343;2-Método;1;;theoretical;traditions
E_3344;2-Método;1;their;theoretical;maxima
E_3345;2-Método;1;;theoretical;apparatus
E_3346;2-Método;1;;theoretical;resources
E_3347;2-Método;1;;theoretical;assertion
E_3348;2-Método;1;;theoretical;deduction.
E_3349;2-Método;1;provides;theoretical;
E_3350;2-Método;1;;theoretical;attempts
E_3351;2-Método;1;;theoretical;support
E_3352;2-Método;1;peak;theoretical;speedup.
E_3353;2-Método;1;;theoretical;arguments
E_3354;2-Método;1;grounding;theoretical;principle
E_3355;2-Método;1;purely;theoretical;
E_3356;2-Método;1;;theoretical;facets
E_3357;2-Método;1;;theoretical;formulations
E_3358;2-Método;1;;theoretical;explanations.
E_3359;2-Método;1;;theoretical;developments
E_3360;2-Método;1;;theoretical;coding
E_3361;2-Método;1;;theoretical;optimality
E_3362;2-Método;1;prove;theoretical;
E_3363;2-Método;1;significant;theoretical;basis
E_3364;2-Método;1;;theoretical;domains.
E_3365;2-Método;1;;theoretical;replication
E_3366;2-Método;1;;theoretical;assumptions
E_3367;2-Método;1;;theoretical;estimate
E_3368;2-Método;1;;theoretical;estimation.
E_3369;2-Método;1;main;theoretical;result
E_3370;2-Método;1;novel;theoretical;application
E_3371;2-Método;1;comparing;theoretical;
E_3372;2-Método;1;;theoretical;results
E_3373;2-Método;1;;theoretical;guarantee.
E_3374;2-Método;1;;theoretical;hardness
E_3375;2-Método;1;estimators  ;theoretical;
E_3376;2-Método;1;;theoretical;estimators
E_3377;2-Método;1;;theoretical;constructs 
E_3378;2-Método;1;;theoretical;property
E_3379;2-Método;1;;theoretical;guidance
E_3380;2-Método;1;;theoretical;justification
E_3381;2-Método;1;;theoretical;approximation
E_3382;2-Método;1;;theoretical;result.
E_3383;2-Método;1;;theoretical;analysis.
E_3384;2-Método;1;essentially;theoretical;
E_3385;2-Método;1;beyond;theoretical;accounts
E_3386;2-Método;1;;theoretical;improvements
E_3387;2-Método;1;;theoretical;anisotropic
E_3388;2-Método;1;;theoretical;complexity
E_3389;2-Método;1;;theoretical;analyses
E_3390;2-Método;1;including;theoretical;level
E_3391;2-Método;1;careful;theoretical;reflection
E_3392;2-Método;1;interventions;theoretical;rationale
E_3393;2-Método;1;distinct;theoretical;computing
E_3394;2-Método;1;thinking;theoretical;approaches
E_3395;2-Método;1;different;theoretical;illustrate
E_3396;2-Método;1;provided;theoretical;proof
E_3397;2-Método;1;;theoretical;methodologies
E_3398;2-Método;1;;theoretical;significance
E_3399;2-Método;1;;theoretical;evaluation
E_3400;2-Método;1;tremendous;theoretical;development
E_3401;2-Método;1;learning;theoretical;approximate
E_3402;2-Método;1;;theoretical;efficiency
E_3403;2-Método;1;guaranteeing;theoretical;efficiency.
E_3404;2-Método;1;;theoretical;context
E_3405;2-Método;1;;theoretical;error
E_3406;2-Método;1;;theoretical;achievability
E_3407;2-Método;1;mostly;theoretical;paper.
E_3408;2-Método;1;;theoretical;question
E_3409;2-Método;1;;theoretical;portion
E_3410;2-Método;1;investigates;theoretical;methods
E_3411;2-Método;1;;theoretical;latency
E_3412;2-Método;1;;theoretical;latency.
E_3413;2-Método;1;formal;theoretical;cache
E_3414;2-Método;1;detailed;theoretical;backup
E_3415;2-Método;1;artifact  ;theoretical;
E_3416;2-Método;1;;theoretical;techniques
E_3417;2-Método;1;;theoretical;studies
E_3418;2-Método;1;;theoretical;modelings
E_3419;9-Tipo de Validação do Resultado;1;evaluate the;effectiveness;
E_3420;9-Tipo de Validação do Resultado;1;;effectiveness;of these methods
E_3421;9-Tipo de Validação do Resultado;1;;effectiveness;of data 
E_3422;9-Tipo de Validação do Resultado;1;;effectiveness;of hybrid 
E_3423;9-Tipo de Validação do Resultado;1;warning;effectiveness;
E_3424;9-Tipo de Validação do Resultado;1;and;effectiveness;of interventions. 
E_3425;9-Tipo de Validação do Resultado;1;;effectiveness;compared
E_3426;9-Tipo de Validação do Resultado;1;learning;effectiveness;
E_3427;9-Tipo de Validação do Resultado;1;similar;effectiveness;to the
E_3428;9-Tipo de Validação do Resultado;1;;effectiveness;using
E_3429;9-Tipo de Validação do Resultado;1;their;effectiveness;was
E_3430;9-Tipo de Validação do Resultado;1;its;effectiveness;is
E_3431;9-Tipo de Validação do Resultado;1;my;effectiveness;on the
E_3432;9-Tipo de Validação do Resultado;1;sensemaking;effectiveness;show
E_3433;9-Tipo de Validação do Resultado;1;team;effectiveness;criteria.
E_3434;9-Tipo de Validação do Resultado;1;higher;effectiveness;than
E_3435;9-Tipo de Validação do Resultado;1;impact;effectiveness;
E_3436;9-Tipo de Validação do Resultado;1;intervention;effectiveness;trials
E_3437;9-Tipo de Validação do Resultado;1;checklist;effectiveness;by measuring 
E_3438;9-Tipo de Validação do Resultado;1;support;effectiveness;visibility
E_3439;9-Tipo de Validação do Resultado;1;tutorial;effectiveness;may vary
E_3440;9-Tipo de Validação do Resultado;1;;effectiveness;simultaneously.
E_3441;9-Tipo de Validação do Resultado;1;sonification;effectiveness;hierarchy
E_3442;9-Tipo de Validação do Resultado;1;accuracy;effectiveness;design
E_3443;9-Tipo de Validação do Resultado;1;define;effectiveness;.
E_3444;9-Tipo de Validação do Resultado;1;communication;effectiveness;had
E_3445;9-Tipo de Validação do Resultado;1;increases;effectiveness;
E_3446;9-Tipo de Validação do Resultado;1;above;effectiveness;experiments.
E_3447;9-Tipo de Validação do Resultado;1;construction;effectiveness;significantly
E_3448;9-Tipo de Validação do Resultado;1;group;effectiveness;research
E_3449;9-Tipo de Validação do Resultado;1;;effectiveness;against
E_3450;9-Tipo de Validação do Resultado;1;test;effectiveness;assessment.
E_3451;9-Tipo de Validação do Resultado;1;alignment;effectiveness;could
E_3452;9-Tipo de Validação do Resultado;1;formal;effectiveness;guarantees.
E_3453;9-Tipo de Validação do Resultado;1;teaching;effectiveness;between
E_3454;9-Tipo de Validação do Resultado;1;unreasonable;effectiveness;algorithm
E_3455;9-Tipo de Validação do Resultado;1;maintaining;effectiveness;across
E_3456;9-Tipo de Validação do Resultado;1;hash;effectiveness;summary.
E_3457;9-Tipo de Validação do Resultado;1;;effectiveness;analytics
E_3458;9-Tipo de Validação do Resultado;1;overall;effectiveness;score
E_3459;9-Tipo de Validação do Resultado;1;that;effectiveness;score.
E_3460;9-Tipo de Validação do Resultado;1;system;effectiveness;
E_3461;9-Tipo de Validação do Resultado;1;between;effectiveness;there
E_3462;9-Tipo de Validação do Resultado;1;;effectiveness;depends
E_3463;9-Tipo de Validação do Resultado;1;final;effectiveness;metric
E_3464;9-Tipo de Validação do Resultado;1;demonstrated;effectiveness;also
E_3465;9-Tipo de Validação do Resultado;1;include;effectiveness;metrics
E_3466;9-Tipo de Validação do Resultado;1;reporting;effectiveness;figures
E_3467;9-Tipo de Validação do Resultado;1;;effectiveness;differences
E_3468;9-Tipo de Validação do Resultado;1;baseline;effectiveness;values
E_3469;9-Tipo de Validação do Resultado;1;future;effectiveness;improvements
E_3470;9-Tipo de Validação do Resultado;1;;effectiveness;arising
E_3471;9-Tipo de Validação do Resultado;1;;effectiveness;measurement
E_3472;9-Tipo de Validação do Resultado;1;comparative;effectiveness;research.
E_3473;9-Tipo de Validação do Resultado;1;anonymization;effectiveness;pers
E_3474;9-Tipo de Validação do Resultado;1;;effectiveness;constructs
E_3475;9-Tipo de Validação do Resultado;1;existing;effectiveness;ceiling
E_3476;9-Tipo de Validação do Resultado;1;work;effectiveness;analysis
E_3477;9-Tipo de Validação do Resultado;1;signal;effectiveness;
E_3478;8-Estratégia de Validação/Coleta de Dados;2;such as;interviews;
E_3479;8-Estratégia de Validação/Coleta de Dados;2;berges;interviews;with
E_3480;8-Estratégia de Validação/Coleta de Dados;2;responses  and;interviews;
E_3481;8-Estratégia de Validação/Coleta de Dados;2;semi-structured ;interviews;either
E_3482;8-Estratégia de Validação/Coleta de Dados;2;all;interviews;alone
E_3483;8-Estratégia de Validação/Coleta de Dados;2;separate;interviews;conducted
E_3484;8-Estratégia de Validação/Coleta de Dados;2;audio-recorded;interviews;that
E_3485;8-Estratégia de Validação/Coleta de Dados;2;their;interviews;audiorecorded
E_3486;8-Estratégia de Validação/Coleta de Dados;2;exit;interviews;way
E_3487;8-Estratégia de Validação/Coleta de Dados;2;;interviews;produced
E_3488;8-Estratégia de Validação/Coleta de Dados;2;uses.;interviews;reveal
E_3489;8-Estratégia de Validação/Coleta de Dados;2;these;interviews;focused
E_3490;8-Estratégia de Validação/Coleta de Dados;2;faculty;interviews;on
E_3491;8-Estratégia de Validação/Coleta de Dados;2;identity;interviews;students
E_3492;8-Estratégia de Validação/Coleta de Dados;2;follow-up;interviews;is that
E_3493;8-Estratégia de Validação/Coleta de Dados;2;number of;interviews;each
E_3494;8-Estratégia de Validação/Coleta de Dados;2;.;interviews;were
E_3495;8-Estratégia de Validação/Coleta de Dados;2;;interviews;revealed
E_3496;8-Estratégia de Validação/Coleta de Dados;2;our;interviews;ended
E_3497;8-Estratégia de Validação/Coleta de Dados;2;informal;interviews;showed
E_3498;8-Estratégia de Validação/Coleta de Dados;2;structured;interviews;
E_3499;8-Estratégia de Validação/Coleta de Dados;2;analysis;interviews;digestif
E_3500;8-Estratégia de Validação/Coleta de Dados;2;;interviews;provided
E_3501;8-Estratégia de Validação/Coleta de Dados;2;;interviews;lasted
E_3502;8-Estratégia de Validação/Coleta de Dados;2;retrospective;interviews;or post-tests
E_3503;8-Estratégia de Validação/Coleta de Dados;2;conducting;interviews;who
E_3504;8-Estratégia de Validação/Coleta de Dados;2;ative;interviews;
E_3505;8-Estratégia de Validação/Coleta de Dados;2;many;interviews;are
E_3506;8-Estratégia de Validação/Coleta de Dados;2;employment;interviews;
E_3507;8-Estratégia de Validação/Coleta de Dados;2;one-on-one;interviews;because
E_3508;8-Estratégia de Validação/Coleta de Dados;2;oral;interviews;
E_3509;8-Estratégia de Validação/Coleta de Dados;2;technical;interviews;doesn
E_3510;8-Estratégia de Validação/Coleta de Dados;2;informational;interviews;about
E_3511;8-Estratégia de Validação/Coleta de Dados;2;behavioral;interviews;
E_3512;8-Estratégia de Validação/Coleta de Dados;2;conducted;interviews;followed
E_3513;8-Estratégia de Validação/Coleta de Dados;2;study;interviews;reveals
E_3514;8-Estratégia de Validação/Coleta de Dados;2;used;interviews;
E_3515;8-Estratégia de Validação/Coleta de Dados;2;;interviews;structure.
E_3516;8-Estratégia de Validação/Coleta de Dados;2;important;interviews;
E_3517;8-Estratégia de Validação/Coleta de Dados;2;in-person;interviews;
E_3518;8-Estratégia de Validação/Coleta de Dados;2;through;interviews;
E_3519;8-Estratégia de Validação/Coleta de Dados;2;during;interviews;
E_3520;8-Estratégia de Validação/Coleta de Dados;2;email;interviews;served
E_3521;8-Estratégia de Validação/Coleta de Dados;2;demanding;interviews;
E_3522;8-Estratégia de Validação/Coleta de Dados;2;hiring;interviews;
E_3523;8-Estratégia de Validação/Coleta de Dados;2;give;interviews;following
E_3524;8-Estratégia de Validação/Coleta de Dados;2;twitter.;interviews;started
E_3525;8-Estratégia de Validação/Coleta de Dados;2;some;interviews;
E_3526;8-Estratégia de Validação/Coleta de Dados;2;student;interviews;into
E_3527;8-Estratégia de Validação/Coleta de Dados;2;participant.;interviews;took
E_3528;8-Estratégia de Validação/Coleta de Dados;2;post-study;interviews;provide
E_3529;8-Estratégia de Validação/Coleta de Dados;2;participant;interviews;as
E_3530;8-Estratégia de Validação/Coleta de Dados;2;additional;interviews;until
E_3531;8-Estratégia de Validação/Coleta de Dados;2;in-depth;interviews;may
E_3532;8-Estratégia de Validação/Coleta de Dados;2;;interviews;using
E_3533;8-Estratégia de Validação/Coleta de Dados;2;providers;interviews;separately.
E_3534;8-Estratégia de Validação/Coleta de Dados;2;articles/tv;interviews;description
E_3535;8-Estratégia de Validação/Coleta de Dados;2;later;interviews;based
E_3536;8-Estratégia de Validação/Coleta de Dados;2;using;interviews;
E_3537;8-Estratégia de Validação/Coleta de Dados;2;to;interviews;several
E_3538;8-Estratégia de Validação/Coleta de Dados;2;;interviews;expressed
E_3539;8-Estratégia de Validação/Coleta de Dados;2;video;interviews;allowed
E_3540;8-Estratégia de Validação/Coleta de Dados;2;several;interviews;
E_3541;8-Estratégia de Validação/Coleta de Dados;2;activist;interviews;our
E_3542;8-Estratégia de Validação/Coleta de Dados;2;post-course;interviews;
E_3543;8-Estratégia de Validação/Coleta de Dados;2;prior;interviews;from
E_3544;8-Estratégia de Validação/Coleta de Dados;2;pilot;interviews;indicated
E_3545;8-Estratégia de Validação/Coleta de Dados;2;qualitative;interviews;this
E_3546;8-Estratégia de Validação/Coleta de Dados;2;early;interviews;where
E_3547;8-Estratégia de Validação/Coleta de Dados;2;those;interviews;included
E_3548;8-Estratégia de Validação/Coleta de Dados;2;initial;interviews;aimed
E_3549;8-Estratégia de Validação/Coleta de Dados;2;transcribed;interviews;
E_3550;8-Estratégia de Validação/Coleta de Dados;2;use;interviews;
E_3551;8-Estratégia de Validação/Coleta de Dados;2;games.;interviews;might
E_3552;8-Estratégia de Validação/Coleta de Dados;2;evaluation;interviews;interviews
E_3553;8-Estratégia de Validação/Coleta de Dados;2;survey;interviews;
E_3554;8-Estratégia de Validação/Coleta de Dados;2;individual;interviews;complemented
E_3555;8-Estratégia de Validação/Coleta de Dados;2;extensive;interviews;
E_3556;8-Estratégia de Validação/Coleta de Dados;2;as;interviews;between
E_3557;8-Estratégia de Validação/Coleta de Dados;2;formative;interviews;
E_3558;8-Estratégia de Validação/Coleta de Dados;2;remote;interviews;without
E_3559;8-Estratégia de Validação/Coleta de Dados;2;post-survey;interviews;
E_3560;8-Estratégia de Validação/Coleta de Dados;2;tablechat;interviews;interview
E_3561;8-Estratégia de Validação/Coleta de Dados;2;;interviews;suggested
E_3562;8-Estratégia de Validação/Coleta de Dados;2;;interviews;dropping
E_3563;8-Estratégia de Validação/Coleta de Dados;2;most;interviews;happened
E_3564;8-Estratégia de Validação/Coleta de Dados;2;;interviews;independently
E_3565;8-Estratégia de Validação/Coleta de Dados;2;multiple;interviews;was
E_3566;8-Estratégia de Validação/Coleta de Dados;2;provider;interviews;providers
E_3567;8-Estratégia de Validação/Coleta de Dados;2;;interviews;post-workshop
E_3568;8-Estratégia de Validação/Coleta de Dados;2;interviews.;interviews;most
E_3569;8-Estratégia de Validação/Coleta de Dados;2;made;interviews;the most
E_3570;8-Estratégia de Validação/Coleta de Dados;2;follow up;interviews;
E_3571;8-Estratégia de Validação/Coleta de Dados;2;from;interviews;confirm
E_3572;8-Estratégia de Validação/Coleta de Dados;2;motivational;interviews;
E_3573;8-Estratégia de Validação/Coleta de Dados;2;open;interviews;asked
E_3574;8-Estratégia de Validação/Coleta de Dados;2;previous;interviews;
E_3575;8-Estratégia de Validação/Coleta de Dados;2;by;interviews;we
E_3576;2-Propósito paradigma;1;and;behavioral;interviews.
E_3577;2-Propósito paradigma;1;and;behavioral;data
E_3578;2-Propósito paradigma;1;;behavioral;science
E_3579;2-Propósito paradigma;1;;behavioral;norms.
E_3580;2-Propósito paradigma;1;;behavioral;data
E_3581;2-Propósito paradigma;1;;behavioral;predictive
E_3582;2-Propósito paradigma;1;larger;behavioral;model
E_3583;2-Propósito paradigma;1;online;behavioral;advertising.
E_3584;2-Propósito paradigma;1;user;behavioral;models
E_3585;2-Propósito paradigma;1;conducting;behavioral;research
E_3586;2-Propósito paradigma;1;experimental;behavioral;research.
E_3587;2-Propósito paradigma;1;;behavioral;sciences.
E_3588;2-Propósito paradigma;1;;behavioral;indicators
E_3589;2-Propósito paradigma;1;;behavioral;patterns
E_3590;2-Propósito paradigma;1;about;behavioral;developments
E_3591;2-Propósito paradigma;1;human;behavioral;pattern
E_3592;2-Propósito paradigma;1;implicit;behavioral;measures
E_3593;2-Propósito paradigma;1;shared;behavioral;standards.
E_3594;2-Propósito paradigma;1;beyond;behavioral;traces.
E_3595;2-Propósito paradigma;1;reducing;behavioral;discretion.
E_3596;2-Propósito paradigma;1;;behavioral;intention
E_3597;2-Propósito paradigma;1;measurable;behavioral;
E_3598;2-Propósito paradigma;1;comprehensible;behavioral;processes.
E_3599;2-Propósito paradigma;1;have;behavioral;consequences
E_3600;2-Propósito paradigma;1;;behavioral;norms
